regiao;coduf;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Brasil;76;14/02/2021;59;210147125;9834513;24759;239245;713;8745424;849844;
Brasil;76;15/02/2021;59;210147125;9866710;32197;239773;528;8805239;821698;
Brasil;76;16/02/2021;59;210147125;9921981;55271;240940;1167;8883191;797850;
Brasil;76;17/02/2021;59;210147125;9978747;56766;242090;1150;8950450;786207;
Brasil;76;18/02/2021;59;210147125;10030626;51879;243457;1367;8995246;791923;
Brasil;76;19/02/2021;59;210147125;10081676;51050;244765;1308;9029159;807752;
Brasil;76;20/02/2021;59;210147125;10139148;57472;245977;1212;9067939;825232;
Brasil;76;21/02/2021;60;210147125;10168174;29026;246504;527;9095483;826187;
Brasil;76;22/02/2021;60;210147125;10195160;26986;247143;639;9139215;808802;
Brasil;76;23/02/2021;60;210147125;10257875;62715;248529;1386;9215164;794182;
Brasil;76;24/02/2021;60;210147125;10324463;66588;249957;1428;9281018;793488;
Brasil;76;25/02/2021;60;210147125;10390461;65998;251498;1541;9323696;815267;
Brasil;76;26/02/2021;60;210147125;10455630;65169;252835;1337;;;
Brasil;76;27/02/2021;60;210147125;10517232;61602;254221;1386;9386440;876571;
Brasil;76;28/02/2021;61;210147125;10551259;34027;254942;721;9411033;885284;
Brasil;76;01/03/2021;61;210147125;10587001;35742;255720;778;9457100;874181;
Brasil;76;02/03/2021;61;210147125;10646926;59925;257361;1641;9527173;862392;
Brasil;76;03/03/2021;61;210147125;10718630;71704;259271;1910;9591590;867769;
Brasil;76;04/03/2021;61;210147125;10793732;75102;260970;1699;9637020;895742;
Brasil;76;05/03/2021;61;210147125;10869227;75495;262770;1800;9671410;935047;
Brasil;76;06/03/2021;61;210147125;10938836;69609;264325;1555;9704351;970160;
Brasil;76;07/03/2021;62;210147125;11019344;80508;265411;1086;9757178;996755;
Brasil;76;08/03/2021;62;210147125;11051665;32321;266398;987;9782320;1002947;
Brasil;76;09/03/2021;62;210147125;11122429;70764;268370;1972;9843218;1010841;
Brasil;76;10/03/2021;62;210147125;11202305;79876;270656;2286;9913739;1017910;
Brasil;76;11/03/2021;62;210147125;11277717;75412;272889;2233;9958566;1046262;
Brasil;76;12/03/2021;62;210147125;11363380;85663;275105;2216;10000980;1087295;
Brasil;76;13/03/2021;62;210147125;11439558;76178;277102;1997;10036947;1125509;
Brasil;76;14/03/2021;63;210147125;11483370;43812;278229;1127;10063808;1141333;
Brasil;76;15/03/2021;63;210147125;11519609;36239;279286;1057;10111954;1128369;
Brasil;76;16/03/2021;63;210147125;11603535;83926;282127;2841;10204541;1116867;
Brasil;76;17/03/2021;63;210147125;11693838;90303;284775;2648;10287057;1122006;
Brasil;76;18/03/2021;63;210147125;11780820;86982;287499;2724;10339432;1153889;
Brasil;76;19/03/2021;63;210147125;11871390;90570;290314;2815;10383460;1197616;
Brasil;76;20/03/2021;63;210147125;11950459;79069;292752;2438;10419393;1238314;
Brasil;76;21/03/2021;64;210147125;11998233;47774;294042;1290;10449933;1254258;
Brasil;76;22/03/2021;64;210147125;12047526;49293;295425;1383;10507995;1244106;
Brasil;76;23/03/2021;64;210147125;12130019;82493;298676;3251;10601658;1229685;
Brasil;76;24/03/2021;64;210147125;12220011;89992;300685;2009;10689646;1229680;
Brasil;76;25/03/2021;64;210147125;12320169;100158;303462;2777;10772549;1244158;
Brasil;76;26/03/2021;64;210147125;12404414;84245;307112;3650;10824095;1273207;
Brasil;76;27/03/2021;64;210147125;12490362;85948;310550;3438;10879627;1300185;
Brasil;76;28/03/2021;65;210147125;12534688;44326;312206;1656;10912941;1309541;
Brasil;76;29/03/2021;65;210147125;12573615;38927;313866;1660;10969247;1290502;
Brasil;76;30/03/2021;65;210147125;12658109;84494;317646;3780;11074483;1265980;
Brasil;76;31/03/2021;65;210147125;12748747;90638;321515;3869;11169937;1257295;
Brasil;76;01/04/2021;65;210147125;12839844;91097;325284;3769;11239099;1275461;
Brasil;76;02/04/2021;65;210147125;12910082;70238;328206;2922;11276628;1305248;
Brasil;76;03/04/2021;65;210147125;12953597;43515;330193;1987;11305746;1317658;
Brasil;76;04/04/2021;66;210147125;12984956;31359;331433;1240;11357521;1296002;
Brasil;76;05/04/2021;66;210147125;13013601;28645;332752;1319;11436189;1244660;
Brasil;76;06/04/2021;66;210147125;13100580;86979;336947;4195;11558784;1204849;
Brasil;76;07/04/2021;66;210147125;13193205;92625;340776;3829;11664158;1188271;
Brasil;76;08/04/2021;66;210147125;13279857;86652;345025;4249;11732193;1202639;
Brasil;76;09/04/2021;66;210147125;13373174;93317;348718;3693;11791885;1232571;
Brasil;76;10/04/2021;66;210147125;13445006;71832;351334;2616;11838564;1255108;
Brasil;76;11/04/2021;67;210147125;13482023;37017;353137;1803;11880803;1248083;
Brasil;76;12/04/2021;67;210147125;13517808;35785;354617;1480;11957068;1206123;
Brasil;76;13/04/2021;67;210147125;13599994;82186;358425;3808;12074798;1166771;
Brasil;76;14/04/2021;67;210147125;13673507;73513;361884;3459;12170771;1140852;
Brasil;76;15/04/2021;67;210147125;13746681;73174;365444;3560;12236295;1144942;
Brasil;76;16/04/2021;67;210147125;13832455;85774;368749;3305;12298863;1164843;
Brasil;76;17/04/2021;67;210147125;13900091;67636;371678;2929;12344861;1183552;
Brasil;76;18/04/2021;68;210147125;13943071;42980;373335;1657;12391599;1178137;
Brasil;76;19/04/2021;68;210147125;13973695;30624;374682;1347;12460712;1138301;
Brasil;76;20/04/2021;68;210147125;14043076;69381;378003;3321;12561689;1103384;
Brasil;76;21/04/2021;68;210147125;14122795;79719;381475;3472;12646132;1095188;
Brasil;76;22/04/2021;68;210147125;14167973;45178;383502;2027;12673785;1110686;
Brasil;76;23/04/2021;68;210147125;14237078;69105;386416;2914;12711103;1139559;
Brasil;76;24/04/2021;68;210147125;14308215;71137;389492;3076;12766772;1151951;
Brasil;76;25/04/2021;69;210147125;14340787;32572;390797;1305;12809169;1140821;
Brasil;76;26/04/2021;69;210147125;14369423;28636;391936;1139;12879051;1098436;
Brasil;76;27/04/2021;69;210147125;14441563;72140;395022;3086;12992442;1054099;
Brasil;76;28/04/2021;69;210147125;14521289;79726;398185;3163;13091714;1031390;
Brasil;76;29/04/2021;69;210147125;14590678;69389;401186;3001;13152118;1037374;
Brasil;76;30/04/2021;69;210147125;14659011;68333;403781;2595;13194538;1060692;
Brasil;76;01/05/2021;69;210147125;14725975;66964;406437;2656;13242665;1076873;
Brasil;76;02/05/2021;70;210147125;14754910;28935;407639;1202;13278718;1068553;
Brasil;76;03/05/2021;70;210147125;14779529;24619;408622;983;13336476;1034431;
Brasil;76;04/05/2021;70;210147125;14856888;77359;411588;2966;13442996;1002304;
Brasil;76;05/05/2021;70;210147125;14930183;73295;414399;2811;13529572;986212;
Brasil;76;06/05/2021;70;210147125;15003563;73380;416949;2550;13591335;995279;
Brasil;76;07/05/2021;70;210147125;15082449;78886;419114;2165;13640478;1022857;
Brasil;76;08/05/2021;70;210147125;15145879;63430;421316;2202;13677668;1046895;
Brasil;76;09/05/2021;71;210147125;15184790;38911;422340;1024;13714135;1048315;
Brasil;76;10/05/2021;71;210147125;15209990;25200;423229;889;13759125;1027636;
Brasil;76;11/05/2021;71;210147125;15282705;72715;425540;2311;13847191;1009974;
Brasil;76;12/05/2021;71;210147125;15359397;76692;428034;2494;13924217;1007146;
Brasil;76;13/05/2021;71;210147125;15433989;74592;430417;2383;13979329;1024243;
Brasil;76;14/05/2021;71;210147125;15519525;85536;432628;2211;14028355;1058542;
Brasil;76;15/05/2021;71;210147125;15586534;67009;434715;2087;14062396;1089423;
Brasil;76;16/05/2021;72;210147125;15627475;40941;435751;1036;14097287;1094437;
Brasil;76;17/05/2021;72;210147125;15657391;29916;436537;786;14152433;1068421;
Brasil;76;18/05/2021;72;210147125;15732836;75445;439050;2513;14247609;1046177;
Brasil;76;19/05/2021;72;210147125;15812055;79219;441691;2641;14330118;1040246;
Brasil;76;20/05/2021;72;210147125;15894094;82039;444094;2403;14385962;1064038;
Brasil;76;21/05/2021;72;210147125;15970949;76855;446309;2215;14422209;1102431;
Brasil;76;22/05/2021;72;210147125;16047439;76490;448208;1899;14462432;1136799;
Brasil;76;23/05/2021;73;210147125;16083258;35819;449068;860;14492167;1142023;
Brasil;76;24/05/2021;73;210147125;16120756;37498;449858;790;14552024;1118874;
Brasil;76;25/05/2021;73;210147125;16194209;73453;452031;2173;14648332;1093846;
Brasil;76;26/05/2021;73;210147125;16274695;80486;454429;2398;14733987;1086279;
Brasil;76;27/05/2021;73;210147125;16342162;67467;456674;2245;14786292;1099196;
